Product_ID,Title,Price,Year,Manufacturer,Brand,Origin,Figure,Seats,Gear,Fuel,Color,Shop_Slug
F8VUF,LYNK & CO 05 HYPERHALO TRẮNG 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-sai-gon
F8VRP,LYNK & CO 05 HYPERHALO XÁM 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-sai-gon
F8VT6,VOLVO EC40 ULTRA 2025,1739000000,2025,Volvo,EC40,Nhập khẩu,CUV,5,Số tự động,Điện,Trắng,volvo-dong-sai-gon
F8VUE,HYUNDAI SOLATI 16 CHỔ E5 - VIN 2025,1090000000,2025,Hyundai,Solati,Việt Nam,Xe khách,16,Số sàn,Dầu,Trắng,hyundai-phu-lam
F8VUD,HYUNDAI SOLATI LIMOUSINE 12 CHỖ LOCOSTAR,1320000000,2025,Hyundai,Solati,Việt Nam,Van/Minibus,16,Số sàn,Dầu,Đen,hyundai-phu-lam
F8VUC,HYUNDAI SOLATI LIMOUSINE 10 GHẾ LOCOSTAR,1500000000,2025,Hyundai,Solati ,Việt Nam,Van/Minibus,16,Số sàn,Dầu,Đen,hyundai-phu-lam
F8VUA,Hyundai County SL Cửa Xoay,1500000000,2025,Hyundai,County,Nhập khẩu,Xe khách,29,Số sàn,Dầu,Nâu,hyundai-phu-lam
F8VT4,VOLVO XC40 ULTRA 2025,1820000000,2025,Volvo,XC40,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,volvo-dong-sai-gon
F8VT3,VOLVO S90 ULTRA 2025,2269000000,2025,Volvo,S90,Nhập khẩu,Sedan,5,Số tự động,Xăng,Xanh,volvo-dong-sai-gon
F8VTZ,VOLVO XC60 ULTRA 2025,2279000000,2025,Volvo,XC60,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,volvo-dong-sai-gon
F8VTU,HYUNDAI W11S EURO 5 THÙNG MUI BẠT,700000000,2025,Hyundai,W11S,Việt Nam,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-phu-lam
F8VTW,HYUNDAI W11S EURO 5 THÙNG KÍN,700000000,2025,Hyundai,W11S,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,hyundai-phu-lam
F8VTX,HYUNDAI W11SL THÙNG MUI BẠT,720000000,2025,Hyundai,W11SL,Việt Nam,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-phu-lam
F8VTY,HYUNDAI W11XL THÙNG BẠT BỬNG NHÔM,720000000,2025,Hyundai,W11XL,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,hyundai-phu-lam
F8VTV,HYUNDAI W11S EURO 5 THÙNG LỬNG,700000000,2025,Hyundai,W11S,Việt Nam,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-phu-lam
F8VTT,HYUNDAI MIGHTY EX8L E160 THÙNG BẠT,730000000,2024,Hyundai,EX8,Việt Nam,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-phu-lam
F8VTS,MITSUBISHI TRITON GLS 4X4 AT 2025,924000000,2025,Mitsubishi,Triton,Nhập khẩu,Pickup,5,Số tự động,Dầu,Đen,mitsubishi-lam-dong
F8VTN,GEELY COOLRAY FLAGSHIP MÀU TRẮNG NĂM,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8VTL,GEELY COOLRAY PREMIUM MÀU TRẮNG,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8VPS,LYNK & CO 01 - MỚI 100 % - XÁM - 2024,949050000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-thai-nguyen
F8VMB,LYNK & CO 06 1.5 TURBO - MỚI 100% - XANH SONIC- 2024,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-thai-nguyen
F8VMC,LYNK & CO 01 2.0 TURBO - MỚI 100% - TRẮNG - 2024,949050000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-thai-nguyen
F8VM6,LYNK & CO 06 1.5 TURBO - MỚI 100% - HỒNG LILAC - 2024,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-thai-nguyen
F8VL3,LYNK & CO 06 1.5 TURBO - MỚI 100 % - XÁM XI MĂNG - 2024,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,lynk-co-thai-nguyen
F8VM7,LYNK & CO 05 2.0 TURBO - MỚI 100% - ĐEN - 2024,1519050000,2024,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Đen,lynk-co-thai-nguyen
F8VSO,HYUNDAI PALISADE PRESTIGE 2024 - TRẮNG,1589000000,2024,Hyundai,Palisade,Việt Nam,SUV,7,Số tự động,Dầu,Trắng,hyundai-kontum
F8VSN,HYUNDAI I10 HATCHBACK 2025 - TRẮNG,435000000,2025,Hyundai,i10,Việt Nam,Hatchback,5,Số tự động,Xăng,Trắng,hyundai-kontum
F8VSK,HYUNDAI SANTAFE PRESTIGE 2025 - TRẮNG,1265000000,2025,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Xăng,Trắng,hyundai-kontum
F8VSI,ISUZU QKR270 E4 2022 - 0 KM | XE MỚI 100%,820000000,2022,Isuzu,QKR270,Việt Nam,Xe tải,3,Số sàn,Dầu,Trắng,isuzu-tay-bac-sai-gon
F8VSJ,LYNK& CO 06 HYPER PRO MISTY GREY 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-sai-gon
F8VSD,ISUZU D-MAX CABIN ĐƠN THÙNG LẠNH UTZ 2021 - 12.000KM,480000000,2021,Isuzu,D-Max,Nhập khẩu,Pickup,2,Số sàn,Dầu,Trắng,isuzu-tay-bac-sai-gon
F8VRQ,LYNK & CO 06 HYPER PRO PEARL WHITE 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-sai-gon
F8VSG,LYNK & CO 06 HYPER PRO SONIC GREEN 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-sai-gon
F8VSH,LYNK & CO 06 HYPER PRO PASTEL LILAC 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-sai-gon
F8VRR,TOYOTA COROLLA CROSS 2025,820000000,2025,Toyota,Corolla Cross,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,toyota-tay-ninh
F8VQ4,TOYOTA FORTUNER LEGENDER 2.4AT 4X2,1185000000,2025,Toyota,Fortuner,Việt Nam,SUV,7,Số tự động,Dầu,Trắng,toyota-tay-ninh
F8VQ5,TOYOTA AVANZA AT,598000000,2025,Toyota,Avanza,Việt Nam,MPV,7,Số tự động,Xăng,Bạc,toyota-tay-ninh
F8VQ6,LAND CRUISER PRADO M,3460000000,2025,Toyota,Land Cruiser Prado,Nhập khẩu,SUV,7,Số tự động,Xăng,Đen,toyota-tay-ninh
F8VQ3,TOYOTA INNOVA CROSS HEV,1005000000,2025,Toyota,Innova Cross,Nhập khẩu,MPV,7,Số tự động,Hybrid,Bạc,toyota-tay-ninh
F8VQ8,TOYOTA WIGO AT 2025,405000000,2025,Toyota,Wigo,Nhập khẩu,Hatchback,5,Số tự động,Xăng,Trắng,toyota-tay-ninh
F8VR9,GEELY COOLRAY FLAGSHIP MÀU XANH 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8VR5,LYNK & CO 09 TRẮNG ULTRA 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Trắng,lynk-co-vung-tau
F8VR4,LYNK& CO 06 TRẮNG WHITE PEARL 2024,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-vung-tau
F8VR3,LYNK & CO HYPERHALO 05 XÁM 2024,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-vung-tau
F8VRI,LYNK & CO LOUDER PRO 01 XÁM 2024,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-sai-gon
F8VRL,LYNK & CO LOUDER PRO 01 XÁM 2024,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-vung-tau
F8VRK,LYNK & CO LOUDER PRO 01 XANH 2024,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-vung-tau
F8VK2,TOYOTA YARIS CROSS 2025,650000000,2025,Toyota,Yaris Cross,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,toyota-tay-ninh
F8VK0,TOYOTA VELOZ TOP 2025,660000000,2025,Toyota,Veloz Cross,Việt Nam,MPV,7,Số tự động,Xăng,Bạc,toyota-tay-ninh
F8VKZ,TOYOTA RAIZE 2025,510000000,2025,Toyota,Raize,Nhập khẩu,SUV,5,Số tự động,Xăng,Đỏ,toyota-tay-ninh
F8VQ7,TOYOTA CAMRY 2.0Q,1220000000,2025,Toyota,Camry,Nhập khẩu,Sedan,5,Số tự động,Xăng,Bạc,toyota-tay-ninh
F8VK1,TOYOTA VIOS G 2025,545000000,2025,Toyota,Vios,Việt Nam,Sedan,5,Số tự động,Xăng,Trắng,toyota-tay-ninh
F8VQ9,LYNK & CO 09 - MỚI 100% - NĂM SẢN XUẤT 2024 - TRẮNG,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Hybrid,Trắng,lynk-co-da-lat
F8VL6,LYNK & CO 03+ - 2025 - MỚI 100% - VÀNG,1899000000,2025,Lynk & Co,03,Nhập khẩu,Sedan,5,Số tự động,Xăng,Vàng,lynk-co-da-lat
F8VLS,LYNK & CO 01 - 2024 - MỚI 100% - XÁM,999000000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-da-lat
F8VL5,LYNK & CO 05 - 2024 - MỚI 100% - ĐEN,1599000000,2024,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Đen,lynk-co-da-lat
F8VL2,LYNK & CO 06 - 2024 - MỚI 100% - XÁM,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-da-lat
F8VLE,LYNK & CO 06 2024 - ĐÀ LẠT,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-da-lat
F8VF7,SUZUKI JIMNY 2024 MÀU ĐEN CỰC NGẦU - 2 CẦU CHUYÊN OFFROAD,789000000,2024,Suzuki,XL7,Nhập khẩu,SUV,4,Số tự động,Xăng,Đen,sai-gon-ngoi-sao
F8VML,LYNK & CO 01 SẴN GIAO NGAY - NEW 100%,999000000,2025,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-ha-tinh
F8VQQ,GEELY COOLRAY STANDARD MÀU BẠC NĂM 2025,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VQO,LYNK & CO 01,949050000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-thanh-hoa
F8VQI,"LYNK & CO 05 sở hữu khung gầm CMA Volvo, 21 tính năng ADAS",1599000000,2025,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Đen,lynk-co-da-nang
F8VQH,"LYNK & CO 06 sở hữu khung gầm BMA , 17 tính năng ADAS",729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-da-nang
F8VPW,LYNK & CO 06 MÀU HỒNG NỘI THẤT KEM,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-thanh-hoa
F8VPY,LYNK & CO 06 MÀU TRẮNG NỘI THẤT ĐEN,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-thanh-hoa
F8VPO,HYUNDAI TUCSON/ Màu Đen/ 2025,979000000,2025,Hyundai,Tucson,Việt Nam,SUV,5,Số tự động,Xăng,Đen,hyundai-binh-dinh
F8VPI,HYUNDAI CRETA ĐẶC BIỆT,650000000,2025,Hyundai,Creta,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-binh-dinh
F8VPF,HYUNDAI ACCENT 1.5 AT CAO CẤP,569000000,2025,Hyundai,Accent,Việt Nam,Sedan,5,Số tự động,Xăng,Đỏ,hyundai-binh-dinh
F8VPG,HYUNDAI ACCENT 1.5 AT CAO CẤP,569000000,2025,Hyundai,Accent,Việt Nam,Sedan,5,Số tự động,Xăng,Đỏ,hyundai-binh-dinh
F8VO2,GEELY COOLRAY PREMIUM MÀU BẠC 2025,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VNI,HYUNDAI NEW PORTER H150 EURO 5,120000000,2025,Hyundai,H150,Nhập khẩu,Xe tải,3,Số sàn,Dầu,Trắng,hyundai-hung-thinh-truck-bus
F8VMJ,HYUNDAI SOLATI EURO 5 16 CHỖ,310000000,2025,Hyundai,Solati,Nhập khẩu,Xe khách,16,Số sàn,Dầu,Trắng,hyundai-hung-thinh-truck-bus
F8VMT,HYUNDAI MIGHTY W750 EURO 5,220000000,2025,Hyundai,W750,Nhập khẩu,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-hung-thinh-truck-bus
F8VNC,HYUNDAI MIGHTY N250 EURO 5,160000000,2025,Hyundai,N250,Nhập khẩu,Xe tải,3,Số sàn,Dầu,Xanh,hyundai-hung-thinh-truck-bus
F8VM5,LYNK & CO 05,1599000000,2024,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Trắng,lynk-co-vinh-phuc
F8VM4,LYNK & CO 09 2024,2199000000,2024,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Plug-in hybrid ,Trắng,lynk-co-vinh-phuc
F8VM3,LYNK & CO 01 2024,949050000,2024,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-vinh-phuc
F8VM2,LYNK & CO 06 2024,692550000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-vinh-phuc
F8VMR,LYNK & CO 01 LOUDER,999000000,2025,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-hai-phong
F8VMY,LYNK & CO 09 HALO,2199000000,2025,Lynk & Co,09,Nhập khẩu,SUV,7,Số tự động,Xăng,Trắng,lynk-co-hai-phong
F8VMU,LYNK & CO 01 2.0 TURBO,999000000,2025,Lynk & Co,01,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-buon-ma-thuot
F8VMX,LYNK & CO 05 HYPER HALO,1599000000,2025,Lynk & Co,05,Nhập khẩu,Coupe,5,Số tự động,Xăng,Đen,lynk-co-hai-phong
F8VMM,LYNK & CO 06 TRẮNG - XE ĐÔ THỊ - NEW 100%,729000000,2025,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-ha-tinh
F8VMP,LYNK & CO 06 1.5 TURBO 2025,729000000,2025,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,lynk-co-buon-ma-thuot
F8VMQ,LYNK & CO 06 HYPER,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-hai-phong
F8VMN,LYNK & CO 06 1.5 TURBO 2025,729000000,2025,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-ha-long
F8VMI,FORD FOCUS SPORT 1.5L ECOBOOST 2017,455000000,2017,Ford,Focus,Việt Nam,Hatchback,5,Số tự động,Xăng,Trắng,lynk-co-vo-van-kiet
F8VMH,FORD EVEREST TITANIUM 4X2 2019,860000000,2019,Ford,Everest,Nhập khẩu,SUV,7,Số tự động,Dầu,Trắng,lynk-co-vo-van-kiet
F8VMF,FORD TOURNEO TITA LIMOUSINE 2020,785000000,2020,Ford,Tourneo,Việt Nam,MPV,7,Số tự động,Xăng,Trắng,lynk-co-vo-van-kiet
F8VME,FORD ECOSPORT TITANIUM 1.5L 2017,365000000,2017,Ford,Ecosport,Việt Nam,SUV,5,Số tự động,Xăng,Xám,lynk-co-vo-van-kiet
F8VLT,FORD TERRITORY SPORT,869000000,2024,Ford,Territory,Việt Nam,CUV,5,Số tự động,Xăng,Trắng,tay-ninh-ford
F8VLN,Ford Territory Titanium Mới,849000000,2025,Ford,Territory,Việt Nam,CUV,5,Số tự động,Xăng,Trắng,tay-ninh-ford
F8VLK,Ford Territory Trend 2025,759000000,2025,Ford,Territory,Việt Nam,CUV,5,Số tự động,Xăng,Xám,tay-ninh-ford
F8VLB,INNOVA CROSS HYBIRD 2024 TRẮNG NGỌC TRAI,998000000,2024,Toyota,Innova Cross,Nhập khẩu,MPV,7,Số tự động,Hybrid,Trắng,toyota-ninh-binh
F8VK8,XPANDER CROSS TRẮNG 2025,698000000,2025,Mitsubishi,Xpander Cross,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,mitsubishi-binh-thuan
F8VK7,GEELY COOLRAY PREMIUM MÀU TRẮNG NĂM 2025,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8VK6,TRITON 4x4 ATHLETE 2025 CAM ĐEN,924000000,2025,Mitsubishi,Triton,Nhập khẩu,Pickup,5,Số tự động,Dầu,Cam,mitsubishi-binh-thuan
F8VK5,ATTRAGE CVT PREMIUM 2025,490000000,2025,Mitsubishi,Attrage,Nhập khẩu,Sedan,5,Số tự động,Xăng,Trắng,mitsubishi-binh-thuan
F8VK4,XPANDER PREMIUM TRẮNG 2025,658000000,2025,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,mitsubishi-binh-thuan
F8VKY,Hyundai Venue 2025 Đà Nẵng,492000000,2025,Hyundai,Venue,Việt Nam,CUV,5,Số tự động,Xăng,Đỏ,hyundai-song-han
F8VKX,Hyundai Grand i10 2025 Đà Nẵng,413000000,2025,Hyundai,i10,Việt Nam,Hatchback,5,Số tự động,Xăng,Trắng,hyundai-song-han
F8VKW,Hyundai Santafe 2025 Đà Nẵng - LH ; Mr Phương,1049000000,2025,Hyundai,Santa Fe,Việt Nam,SUV,7,Số tự động,Xăng,Trắng,hyundai-song-han
F8VKV,Hyundai Tucson 2025 Đà Nẵng,769000000,2025,Hyundai,Tucson,Việt Nam,SUV,5,Số tự động,Xăng,Trắng,hyundai-song-han
F8VKU,Hyundai accent 2025 Đà Nẵng,464000000,2025,Hyundai,Accent,Việt Nam,Sedan,5,Số tự động,Xăng,Đỏ,hyundai-song-han
F8VKT,XPANDER PREMIUM 2022 ĐEN,550000000,2022,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Đen,mitsubishi-binh-thuan
F8VKQ,XPANDER PREMIUM 2022 TRẮNG,555000000,2022,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,mitsubishi-binh-thuan
F8VKS,XPANDER AT 2020 BẠC,490000000,2020,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Bạc,mitsubishi-binh-thuan
F8U7D,HYUNDAI VENUE 1.0 ĐẶC BIỆT 2025,539000000,2025,Hyundai,Venue,Việt Nam,SUV,5,Số tự động,Xăng,Đen,hyundai-gia-lai
F8VKR,XPANDER PREMIUM 2022 ĐEN,550000000,2022,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Đen,mitsubishi-binh-thuan
F8VIE,MITSUBISHI XFORCE ULTIMATE 2025,710000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Vàng,mitsubishi-lam-dong
F8VHZ,ISUZU DMAX PRESTIGE MT 4X2 - 2025,650000000,2025,Isuzu,D-Max,Nhập khẩu,Pickup,5,Số sàn,Dầu,Bạc,isuzu-dai-thinh
F8VHX,ISUZU NPR 350-400 TAI TRONG 3490KG - 3990KG -EURO5- 2025,825000000,2025,Isuzu,D-Max,Việt Nam,Pickup,2,Số sàn,Dầu,Trắng,isuzu-dai-thinh
F8VHV,HYUNDAI PALISADE PESTIGE 2025 - ĐEN,1589000000,2025,Hyundai,Palisade,Việt Nam,SUV,7,Số tự động,Dầu,Đen,hyundai-kontum
F8VHU,HYUNDAI ACCENT MT 2025 - TRẮNG,439000000,2025,Hyundai,Accent,Việt Nam,Sedan,5,Số sàn,Xăng,Trắng,hyundai-kontum
F8VHT,HYUNDAI CUSTIN TIÊU CHUẨN 2025 - TRẮNG,820000000,2025,Hyundai,Custin,Việt Nam,MPV,7,Số tự động,Xăng,Trắng,hyundai-kontum
F8VHS,GEELY COOLRAY FLAGSHIP NĂM 2025 MÀU XANH,628000000,2025,Geely,Coolray,Việt Nam,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8VHF,HYUNDAI MIGHTY EX8 GT S2 2024,750000000,2024,Hyundai,EX8,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Trắng,hyundai-vinh-thinh
F8VHK,HYUNDAI MIGHTY W750L E5 2025,745000000,2025,Hyundai,W750L,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Xanh,hyundai-vinh-thinh
F8VHI,HYUNDAI MIGHTY N250 E5 2025,532000000,2025,Hyundai,N250,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Xanh,hyundai-vinh-thinh
F8VHJ,HYUNDAI MIGHTY N250SL E5 2025,566000000,2025,Hyundai,N250SL,Nhập khẩu,Xe tải,2,Số sàn,Dầu,Xanh,hyundai-vinh-thinh
F8VHE,MITSUBISHI XFORCE EXCEED 2024,640000000,2024,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,mitsubishi-lam-dong
F8UHX,LYNK & CO 06 - 2024 - MỚI 100% - XÁM NT ĐEN,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Xám,lynk-co-can-tho
F8UHV,LYNK & CO 06 - 2024 - MỚI 100% - XANH SONIC NỘI THẤT ĐEN,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,4,Số tự động,Xăng,Xanh,lynk-co-can-tho
F8UHU,LYNK & CO 06 - 2024 - MỚI 100% - HỒNG NỘI THẤT KEM,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Hồng,lynk-co-can-tho
F8UHS,LYNK & CO 05 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,1599000000,2024,Lynk & Co,05,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-can-tho
F8UHP,LYNK & CO 06 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,729000000,2024,Lynk & Co,06,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,lynk-co-can-tho
F8VG8,GEELY COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VG9,GEELY COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VGW,YARIS CROSS HEV,765000000,2025,Toyota,Yaris,Nhập khẩu,SUV,5,Số tự động,Hybrid,Trắng,toyota-long-bien
F8VGV,Yaris Cross 2025,650000000,2025,Toyota,Yaris,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,toyota-long-bien
F8VGS,Toyota Veloz CVT Top,660000000,2025,Toyota,Veloz Cross,Việt Nam,MPV,7,Số tự động,Xăng,Trắng,toyota-long-bien
F8VGN,GEELY COOLRAY PREMIUM MÀU TRẮNG NĂM 2025,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-can-tho
F8VGM,MITSUBISHI XPANDER CROSS 2025,698000000,2025,Mitsubishi,Xpander Cross,Nhập khẩu,MPV,7,Số tự động,Xăng,Trắng,mitsubishi-lam-dong
F8VGG,GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-can-tho
F8VGB,MITSUBISHI XFORCE PREMIUM 2025,680000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Đen,mitsubishi-lam-dong
F8UPA,ISUZU DMAX PRESTIGE 4X2 AT- 2025,681000000,2025,Isuzu,D-Max,Nhập khẩu,Pickup,5,Số tự động,Dầu,Trắng,isuzu-dai-thinh
F8VF4,XE TẢI ISUZU QKR210-1Tấn9 EURO5 -2025,660000000,2025,Isuzu,D-Max,Việt Nam,Pickup,2,Số sàn,Dầu,Trắng,isuzu-dai-thinh
F8VFV,HYUNDAI CUSTIN TIÊU CHUẨN 2025 - ĐEN,820000000,2025,Hyundai,Custin,Việt Nam,MPV,7,Số tự động,Xăng,Đen,hyundai-kontum
F8VFU,HYUNDAI VENUE TIÊU CHUẨN 2025 - TRẮNG,499000000,2025,Hyundai,Venue,Việt Nam,CUV,5,Số tự động,Xăng,Trắng,hyundai-kontum
F8VFT,HYUNDAI VENUE 1.0T ĐẶC BIỆT  2025 - TRẮNG,539000000,2025,Hyundai,Venue,Việt Nam,CUV,5,Số tự động,Xăng,Trắng,hyundai-kontum
F8VCT,HYUNDAI CRETA ĐẶC BIỆT 2025 - XÁM,650000000,2025,Hyundai,Creta,Việt Nam,CUV,5,Số tự động,Xăng,Xám,hyundai-kontum
F8VFF,MITSUBISHI XPANDER AT PREMIUM 2025,658000000,2025,Mitsubishi,Xpander,Nhập khẩu,MPV,7,Số tự động,Xăng,Bạc,mitsubishi-lam-dong
F8U82,MITSUBISSHI XFORCE ULTIMATE 2025,710000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Đỏ,mitsubishi-lam-dong
F8VC2,MITSUBISHI XFORCE ULTIMATE 2025,705000000,2025,Mitsubishi,Xforce ,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,mitsubishi-lam-dong
F8VDH,GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Xanh,geely-can-tho
F8UF5,HYUNDAI STARGAZER X 1.5 CAO CẤP 2024,599000000,2024,Hyundai,Stargazer,Nhập khẩu,MPV,7,Số tự động,Xăng,Đỏ,hyundai-gia-lai
F8UMG,GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,578000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Trắng,geely-ha-long
F8UMB,GEELY COOLRAY STANDAR 2025 MÀU CAM,538000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Cam,geely-ha-long
F8UMO,GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,628000000,2025,Geely,Coolray,Nhập khẩu,SUV,5,Số tự động,Xăng,Bạc,geely-ha-long
